"numinves"	"idenpa"	"numentre"	"reg"	"ciudad"	"tamciud"	"comdist"	"edad"	"sexo"	"codigo"	"diareal"	"mesreal"	"ini"	"fin"	"dura"	"totrevi"	"totcuot"	"totrech"	"totperd"	"numcasa"	"codsuper"	"supervvi"	"superven"	"codif"	"digit"	"P1ST"	"P2ST"	"P3N"	"P4STGBS"	"P5STGBS"	"P6STGBS"	"P7ST"	"P8STGBS"	"P9STGBS"	"P10STGBS"	"P11STGBS_A"	"P11STGBS_B"	"P12ST"	"P13STGBS_A"	"P13STGBS_B"	"P13ST_C"	"P13ST_D"	"P13ST_E"	"P13ST_F"	"P13ST_G"	"P13ST_H"	"P13ST_I"	"P14ST_A"	"P14ST_B"	"P14ST_C"	"P14ST_D"	"P14ST_E"	"P14ST_F"	"P14ST_G"	"P14ST_H"	"P14N_I"	"P15STGBS"	"P16ST"	"P17ST"	"P18ST_A"	"P18STM_B"	"P18STM_C"	"P18N_D"	"P18N_E"	"P18N_F"	"P18N_G"	"P18N_H"	"P18ST_I"	"P19N"	"P20STM"	"P21ST"	"P22ST"	"P23ST_A"	"P23ST_B"	"P23ST_C"	"P23ST_D"	"P23ST_E"	"P23ST_F"	"P24ST_A"	"P24ST_B"	"P24ST_C"	"P24ST_D"	"P24ST_E"	"P25N_A"	"P25N_B"	"P25N_C"	"P26SDN_A"	"P26SDN_B"	"P26SDN_C"	"P26SDN_D"	"P26SDN_E"	"P26SDN_F"	"P27SDN"	"P28STIN"	"P29STIN_A"	"P29STIN_B"	"P30STIN_A"	"P30INN_B"	"P30INN_C"	"P30INN_D"	"P30INN_E"	"P30INN_F"	"P31INN_A"	"P31INN_B"	"P31INN_C"	"P31INN_D"	"P31INN_E"	"P31INN_F"	"P31INN_1"	"P31INN_2"	"P31INN_3"	"P31INN_4"	"P31INN_5"	"P31INN_6"	"P32INN"	"P33N_A"	"P33ST_B"	"P33N_C"	"P33N_D"	"P34WVSNA"	"P34WVSNB"	"P35NA"	"P35NB"	"P36ST"	"P37CSN_A"	"P37CSN_B"	"P37STCS_C"	"P37WVSSTCS_D"	"P37STCS_E"	"P37CSN_F"	"P37WVSCS_G"	"P37WVSCS_H"	"P38CSN_A"	"P38CSN_B"	"P38CSN_C"	"P38CSN_D"	"P38CSN_E"	"P38CSN_F"	"P38CSN_G"	"P39N"	"P40STGBS"	"P41ST_A"	"P41ST_B"	"P41ST_C"	"P41ST_D"	"P41ST_E"	"P41ST_F"	"P41ST_G"	"P41ST_H"	"P41ST_I"	"P41ST_J"	"P41ST_K"	"P41ST_L"	"P41ST_M"	"P42STGBS"	"P43STGBS_A"	"P43STGBS_B"	"P44ST_A"	"P44ST_B"	"P44ST_C"	"P44ST_D"	"P45ST_A"	"P45S_B"	"P45ST_C"	"P45STN_D"	"P46N"	"P47ST"	"P48ST"	"P49ST"	"P50ST"	"P51N"	"P52N"	"P53N_A"	"P53N_B"	"P53N_C"	"P53N_D"	"P54N_A"	"P54ST_B"	"P55N"	"P56N_A"	"P56N_B"	"P56N_C"	"P56N_D"	"P57ST_A"	"P57ST_B"	"P57ST_C"	"P57ST_D"	"P57ST_E"	"P57ST_F"	"P57ST_G"	"P57ST_H"	"P58ST"	"P59ST"	"P60ST"	"P61ST"	"P62N_1"	"P62ST_2"	"P62ST_3"	"P62ST_4"	"P62ST_5"	"P62N_6"	"P62ST_7"	"P62ST_8"	"P62N_9"	"P62ST_10"	"P62ST_11"	"P62N_12"	"P62N_13"	"P62N_14"	"P62N_15"	"P62N_16"	"P62N_17"	"P63ST"	"S1"	"S1A"	"S2"	"S3"	"S4"	"S5"	"S6"	"S7"	"S8"	"S9"	"S10"	"S11"	"S12"	"S13INN_A_A"	"S13INN_A_B"	"S13INN_A_C"	"S13INN_A_D"	"S13INN_A_1"	"S13INN_A_2"	"S13INN_A_3"	"S14M_A"	"S14M_B"	"S14M_C"	"S14M_D"	"S14M_E"	"S14M_F"	"S14M_G"	"S14M_H"	"S14M_I"	"S14M_J"	"S15_A"	"S15_B"	"S16"	"S17"	"S18_A"	"S18_B"	"S19"	"S20_A"	"S20_B"	"S20_C"	"S20_D"	"S20_E"	"S20_F"	"S20_G"	"S20_H"	"S20_I"	"S20_J"	"S20_K"	"S21A"	"S21B"	"S22_A"	"S22_B"	"S23"	"S24"	"REEEDUC_1"	"REEDUC_2"	"REEDUC_3"	"reedad"	"perpart"	"fampart"	"wt"
"1"	"2023"	" Argentina"	1	"AR: Capital Federal"	"AR: Capital Federal-Ciudad de Buenos Aires"	"(Capital)"	1	67	"Mujer"	1	"22"	"Febrero"	842	911	29	0	0	0	0	1	1	"Supervisada"	"Calidad y Caratula"	1	0	"No muy satisfecho"	"Esta en retroceso"	"Debe cambiarse radicalmente"	"Delincuencia/seguridad publica"	"Mala"	"Mucho peor"	"Mucho peor"	"Un poco peor"	"Uno nunca es lo suficientemente cuidadoso en el trato con los demas"	"La democracia es preferible a cualquier otra forma de gobierno"	"Nada satisfecho"	"Nada satisfecho"	1	"Ninguna"	"Ninguna"	"Algo"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Poca"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Poca"	"Ninguna"	"Ninguna"	"No aprueba"	"6"	"Injusta"	"En desacuerdo"	"En desacuerdo"	"Muy en desacuerdo"	"Muy de acuerdo"	"Muy de acuerdo"	"Muy en desacuerdo"	"Muy de acuerdo"	"En desacuerdo"	"En desacuerdo"	"Prefiero una sociedad que defienda nuestras costumbres"	"En ninguna circunstancia apoyaria a un gobierno militar"	"La democracia puede funcionar sin partidos"	"1 Para nada justificable"	"Muy desfavorable"	"Muy desfavorable"	"Muy desfavorable"	"Algo desfavorable"	"Algo desfavorable"	"Muy desfavorable"	"Mas bien buenas"	"Mas bien buenas"	"Mas bien buenas"	"Mas bien buenas"	"Mas bien buenas"	"Mas bien buenas"	"Muy buenas"	"Mas bien malas"	"Nada"	"Nada"	"Nada"	"Poco"	"Nada"	"Nada"	"Ninguno (espontaneo)"	"Disminuido mucho"	"Algo en contra"	"Muy en contra"	"En desacuerdo"	"Muy en desacuerdo"	"En desacuerdo"	"De acuerdo"	"De acuerdo"	"En desacuerdo"	"Menciona"	"No menciona"	"Menciona"	"Menciona"	"No menciona"	"No menciona"	"Ir a estudiar o trabajar a otros paises."	"Mas empleo"	"Salarios mas altos"	"No sabe / No contesta"	"No sabe / No contesta"	"No sabe / No contesta"	"Lo perjudica"	"Muy en desacuerdo"	"De acuerdo"	"De acuerdo"	"En desacuerdo"	"Combatir el alza de precios"	"Mantener el orden en la nacion"	"Que la prensa no cuestione el poder"	"Garantizar las libertades politicas de los ciudadanos"	"Al crecimiento economico sin importar sus consecuencias negativas en la lucha contra el cambio climatico"	"De acuerdo"	"De acuerdo"	"De acuerdo"	"En desacuerdo"	"De acuerdo"	"De acuerdo"	"De acuerdo"	"De acuerdo"	"Menciona"	"No menciona"	"No menciona"	"No menciona"	"No menciona"	"Menciona"	"Menciona"	"Bien"	"Nada Interesado"	"Algo garantizadas"	"Para nada garantizadas"	"Para nada garantizadas"	"Algo garantizadas"	"Poco garantizadas"	"Algo garantizadas"	"Para nada garantizadas"	"Poco garantizadas"	"Poco garantizadas"	"Para nada garantizadas"	"Algo garantizadas"	"Poco garantizadas"	"Poco garantizadas"	"No"	"No sabe"	"No aplicable"	"Casi nunca"	"Casi nunca"	"Nunca"	"Nunca"	"La podria realizar"	"Nunca las haria"	"Nunca las haria"	"Nunca las haria"	"Hay que controlar la publicacion de informacion falsa aunque eso limite la libertad de expresion."	"No se que hay que hacer"	"Normalmente dicen lo que piensan"	"Si"	"Entre amigos"	"Ni la mejoran ni la empeoran"	"No sabe / No contesta"	"Poca"	"Ninguna"	"Poca"	"Poca"	"En desacuerdo"	"En desacuerdo"	"Ninguna"	"En desacuerdo"	"En desacuerdo"	"En desacuerdo"	"De acuerdo"	"No menciona"	"No menciona"	"Menciona"	"Menciona"	"No menciona"	"No menciona"	"No menciona"	"Menciona"	"No"	"Nunca"	"Nada"	"01 Completamente inaceptable"	"No lo conoce"	"No lo conoce"	"0 Muy mala"	"3"	"2"	"No lo conoce"	"10 Muy buena"	"No lo conoce"	"No lo conoce"	"3"	"No lo conoce"	"No lo conoce"	"No lo conoce"	"2"	"No lo conoce"	"1"	"No lo conoce"	"Nada probable"	"Catolica"	"No practicante"	"Media Baja"	"Seguido"	"Muy preocupado"	"No les alcanza, tienen grandes dificultades"	"No"	"Mestizo(a)"	"No"	"Si"	18	"12 anos"	"7 anos"	"No menciona"	"No menciona"	"No menciona"	"Menciona"	"No"	-2	"No contesta"	"No menciona"	"No menciona"	"No menciona"	"No menciona"	"No menciona"	"No menciona"	"No menciona"	"No menciona"	"No menciona"	"Menciona"	"Espanol"	"Espanol"	"Si"	19550527	"Retirado/pensionado"	"Otro empleado"	"No aplicable"	"Si"	"Si"	"Si"	"Si"	"No"	"Si"	"Si"	"Si"	"Si"	"No"	"No"	-3	"No aplicable"	"No aplicable"	"No aplicable"	"No aplicable"	"Regular"	"Secundaria, media, tecnica completa"	"Basica incompleta"	"No aplicable"	"61 y mas"	"Otro"	"No menciona partido (Vota nulo/blanco, no vota, ninguno)"	0.8816327
"2"	"2023"	" Argentina"	2	"AR: Capital Federal"	"AR: Capital Federal-Ciudad de Buenos Aires"	"(Capital)"	1	29	"Mujer"	1	"22"	"Febrero"	1434	1530	56	0	0	0	1	1	0	"No supervisada"	"No supervisada"	1	0	"Para nada satisfecho"	"Esta en retroceso"	"Debe cambiarse radicalmente"	"La economia/problemas economicos/financieros"	"Muy mala"	"Mucho peor"	"Mucho peor"	"Un poco peor"	"Uno nunca es lo suficientemente cuidadoso en el trato con los demas"	"En algunas circunstancias, un gobierno autoritario puede ser preferible a uno democratico."	"Nada satisfecho"	"Nada satisfecho"	1	"Ninguna"	"Ninguna"	"Mucha"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Mucha"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"No aprueba"	"7"	"Injusta"	"En desacuerdo"	"De acuerdo"	"En desacuerdo"	"De acuerdo"	"De acuerdo"	"En desacuerdo"	"De acuerdo"	"Muy en desacuerdo"	"De acuerdo"	"Prefiero una sociedad que este abierta a la diversidad de todo tipo de costumbres"	"En ninguna circunstancia apoyaria a un gobierno militar"	"Sin partidos politicos no puede haber democracia"	"1 Para nada justificable"	"Algo desfavorable"	"Algo desfavorable"	"Muy desfavorable"	"Muy desfavorable"	"Muy desfavorable"	"Muy desfavorable"	"Muy malas"	"Mas bien malas"	"Mas bien malas"	"Mas bien malas"	"Mas bien buenas"	"Mas bien malas"	"Muy malas"	"Mas bien malas"	"Poco"	"Poco"	"Poco"	"Poco"	"Nada"	"Poco"	"China"	"Disminuido mucho"	"Algo a favor"	"Algo a favor"	"Muy en desacuerdo"	"De acuerdo"	"De acuerdo"	"De acuerdo"	"En desacuerdo"	"Muy de acuerdo"	"No menciona"	"No menciona"	"Menciona"	"Menciona"	"No menciona"	"No menciona"	"Mas empleo"	"Salarios mas altos"	"No sabe / No contesta"	"No sabe / No contesta"	"No sabe / No contesta"	"No sabe / No contesta"	"Ni beneficia ni perjudica"	"De acuerdo"	"En desacuerdo"	"De acuerdo"	"En desacuerdo"	"Proteger la libertad de expresion"	"Combatir el alza de precios"	"Garantizar las libertades politicas de los ciudadanos"	"Que la prensa no cuestione el poder"	"A la lucha contra el cambio climatico, sin importar sus consecuencias negativas en el crecimiento economico"	"De acuerdo"	"De acuerdo"	"En desacuerdo"	"En desacuerdo"	"En desacuerdo"	"De acuerdo"	"En desacuerdo"	"De acuerdo"	"Menciona"	"Menciona"	"Menciona"	"Menciona"	"Menciona"	"Menciona"	"Menciona"	"Regular"	"Muy interesado"	"Completamente garantizadas"	"Para nada garantizadas"	"Para nada garantizadas"	"Para nada garantizadas"	"Para nada garantizadas"	"Para nada garantizadas"	"Poco garantizadas"	"Para nada garantizadas"	"Para nada garantizadas"	"Para nada garantizadas"	"Para nada garantizadas"	"Para nada garantizadas"	"Para nada garantizadas"	"Si"	"AR: Frente de Todos (TODOS)"	"Voto por el partido en el gobierno"	"Muy frecuentemente"	"Frecuentemente"	"Nunca"	"Muy frecuentemente"	"La ha realizado"	"La ha realizado"	"La ha realizado"	"La podria realizar"	"Se debe garantizar la libertad de expresion sin importar que circule informacion falsa"	"Hay que votar pero tambien protestar"	"No dicen lo que realmente piensan"	"Si"	"Manifestacion/protesta"	"Empeoran la politica"	"No lo representa bien"	"Mucha"	"Alguna"	"Alguna"	"Alguna"	"Muy de acuerdo"	"En desacuerdo"	"Todas"	"Muy de acuerdo"	"Muy de acuerdo"	"Muy de acuerdo"	"Muy de acuerdo"	"Menciona"	"Menciona"	"Menciona"	"Menciona"	"Menciona"	"Menciona"	"Menciona"	"No menciona"	"No"	"Todo o casi todo el tiempo"	"Nada"	"7"	"7"	"5"	"1"	"1"	"1"	"1"	"1"	"No lo conoce"	"1"	"1"	"1"	"1"	"No lo conoce"	"1"	"1"	"1"	"No lo conoce"	"Muy probable"	"Catolica"	"Practicante"	"Media Baja"	"Seguido"	"Muy preocupado"	"No les alcanza, tienen grandes dificultades"	"No"	"Indigena"	"No"	"Si"	-6	"10 anos"	"7 anos"	"No menciona"	"No menciona"	"No menciona"	"Menciona"	"No"	-2	"No contesta"	"Menciona"	"No menciona"	"Menciona"	"No menciona"	"Menciona"	"Menciona"	"No menciona"	"No menciona"	"No menciona"	"No menciona"	"Espanol"	"Espanol"	"Si"	19931116	"Independiente/cuenta propia"	"No aplicable"	"Trabajador por cuenta propia, ambulante"	"Si"	"No"	"No"	"Si"	"No"	"Si"	"No"	"Si"	"Si"	"Si"	"Si"	-3	"No aplicable"	"No aplicable"	"No aplicable"	"No aplicable"	"Regular"	"Secundaria, media, tecnica incompleta"	"Basica incompleta"	"No aplicable"	"26-40"	"Gobierno"	"Partidos Social Democratas"	0.8816327
"3"	"2023"	" Argentina"	3	"AR: Capital Federal"	"AR: Capital Federal-Ciudad de Buenos Aires"	"(Capital)"	1	71	"Hombre"	1	"24"	"Febrero"	925	1006	41	0	0	0	6	1	0	"No supervisada"	"No supervisada"	1	0	"Bastante satisfecho"	"Esta en retroceso"	"Debe cambiarse radicalmente"	"Inflacion/aumento de precios"	"Mala"	"Mucho peor"	"Mucho peor"	"Mucho peor"	"Uno nunca es lo suficientemente cuidadoso en el trato con los demas"	"La democracia es preferible a cualquier otra forma de gobierno"	"No muy satisfecho"	"Nada satisfecho"	1	"Ninguna"	"Poca"	"Poca"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Poca"	"Mucha"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Algo"	"Poca"	"Poca"	"Poca"	"No aprueba"	"5"	"Muy injusta"	"De acuerdo"	"En desacuerdo"	"De acuerdo"	"De acuerdo"	"En desacuerdo"	"En desacuerdo"	"En desacuerdo"	"De acuerdo"	"En desacuerdo"	"Prefiero una sociedad que este abierta a la diversidad de todo tipo de costumbres"	"En ninguna circunstancia apoyaria a un gobierno militar"	"La democracia puede funcionar sin partidos"	"1 Para nada justificable"	"Muy favorable"	"Algo favorable"	"Algo favorable"	"Algo desfavorable"	"Muy desfavorable"	"Muy desfavorable"	"Mas bien malas"	"Muy buenas"	"Muy buenas"	"Muy malas"	"Muy malas"	"Mas bien buenas"	"Muy buenas"	"Mas bien buenas"	"Poco"	"Poco"	"Poco"	"Poco"	"Poco"	"Poco"	"eeuu"	"Disminuido mucho"	"Algo a favor"	"Algo a favor"	"Muy de acuerdo"	"De acuerdo"	"En desacuerdo"	"En desacuerdo"	"De acuerdo"	"De acuerdo"	"No menciona"	"No menciona"	"No menciona"	"Menciona"	"Menciona"	"No menciona"	"Salarios mas altos"	"Acceso a mayor variedad de productos"	"No sabe / No contesta"	"No sabe / No contesta"	"No sabe / No contesta"	"No sabe / No contesta"	"Lo beneficia"	"Muy de acuerdo"	"Muy en desacuerdo"	"En desacuerdo"	"Muy de acuerdo"	"Proteger la libertad de expresion"	"Combatir el alza de precios"	"Garantizar las libertades politicas de los ciudadanos"	"Que la prensa no cuestione el poder"	"A la lucha contra el cambio climatico, sin importar sus consecuencias negativas en el crecimiento economico"	"De acuerdo"	"De acuerdo"	"En desacuerdo"	"Muy de acuerdo"	"Muy de acuerdo"	"Muy de acuerdo"	"De acuerdo"	"De acuerdo"	"Menciona"	"Menciona"	"No menciona"	"Menciona"	"Menciona"	"No menciona"	"Menciona"	"Regular"	"Muy interesado"	"Completamente garantizadas"	"Algo garantizadas"	"Algo garantizadas"	"Para nada garantizadas"	"Para nada garantizadas"	"Poco garantizadas"	"Para nada garantizadas"	"Para nada garantizadas"	"Para nada garantizadas"	"Para nada garantizadas"	"Poco garantizadas"	"Algo garantizadas"	"Algo garantizadas"	"Si"	"AR: Partido Justicialista (PJ)"	"Voto por el partido en el gobierno"	"Muy frecuentemente"	"Muy frecuentemente"	"Casi nunca"	"Nunca"	"La podria realizar"	"La podria realizar"	"La podria realizar"	"La podria realizar"	"Hay que controlar la publicacion de informacion falsa aunque eso limite la libertad de expresion."	"Hay que votar pero tambien protestar"	"No dicen lo que realmente piensan"	"Si"	"Entre amigos"	"Empeoran la politica"	"No lo representa bien"	"Alguna"	"Alguna"	"Alguna"	"Mucha"	"De acuerdo"	"De acuerdo"	"Mas de la mitad"	"En desacuerdo"	"En desacuerdo"	"En desacuerdo"	"Muy de acuerdo"	"No menciona"	"No menciona"	"Menciona"	"Menciona"	"No menciona"	"Menciona"	"No menciona"	"Menciona"	"Pariente"	"Ocasionalmente"	"Nada"	"10 Completamente aceptable"	"No lo conoce"	"No lo conoce"	"3"	"5"	"2"	"3"	"10 Muy buena"	"No lo conoce"	"No lo conoce"	"5"	"5"	"5"	"No lo conoce"	"5"	"5"	"10 Muy buena"	"5"	"Nada probable"	"Catolica"	"No muy practicante"	"Media Baja"	"Rara vez"	"Muy preocupado"	"No les alcanza, tienen dificultades"	"No"	"Blanco(a)"	"Si"	"Si"	18	"11 anos"	"7 anos"	"No menciona"	"No menciona"	"No menciona"	"Menciona"	"No"	-2	"No contesta"	"No menciona"	"No menciona"	"No menciona"	"No menciona"	"Menciona"	"No menciona"	"No menciona"	"No menciona"	"No menciona"	"No menciona"	"Espanol"	"Espanol"	"Si"	19521103	"Independiente/cuenta propia"	"No aplicable"	"Trabajador por cuenta propia, ambulante"	"Si"	"Si"	"Si"	"Si"	"Si"	"Si"	"Si"	"Si"	"Si"	"Si"	"Si"	-3	"No aplicable"	"No aplicable"	"No aplicable"	"No aplicable"	"Regular"	"Secundaria, media, tecnica incompleta"	"Basica incompleta"	"No aplicable"	"61 y mas"	"Gobierno"	"Partidos Social Democratas"	0.8816327
"4"	"2023"	" Argentina"	4	"AR: Capital Federal"	"AR: Capital Federal-Ciudad de Buenos Aires"	"(Capital)"	1	31	"Hombre"	1	"24"	"Febrero"	1438	1513	35	0	0	0	3	1	1	"Supervisada"	"No supervisada"	1	0	"No muy satisfecho"	"Esta estancado"	"Debe cambiarse radicalmente"	"Delincuencia/seguridad publica"	"Mala"	"Igual"	"Mucho peor"	"Un poco peor"	"Uno nunca es lo suficientemente cuidadoso en el trato con los demas"	"La democracia es preferible a cualquier otra forma de gobierno"	"No muy satisfecho"	"Nada satisfecho"	1	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Poca"	"Poca"	"Ninguna"	"Ninguna"	"Ninguna"	"Ninguna"	"Poca"	"Poca"	"Ninguna"	"No aprueba"	"5"	"Injusta"	"En desacuerdo"	"En desacuerdo"	"Muy en desacuerdo"	"En desacuerdo"	"De acuerdo"	"Muy en desacuerdo"	"De acuerdo"	"En desacuerdo"	"De acuerdo"	"Prefiero una sociedad que este abierta a la diversidad de todo tipo de costumbres"	"En ninguna circunstancia apoyaria a un gobierno militar"	"Sin partidos politicos no puede haber democracia"	"8"	"Algo desfavorable"	"Algo desfavorable"	"Algo desfavorable"	"Algo desfavorable"	"Algo desfavorable"	"Algo favorable"	"Muy buenas"	"Muy buenas"	"Muy buenas"	"Muy buenas"	"Mas bien buenas"	"Muy buenas"	"Mas bien buenas"	"Mas bien buenas"	"Algo"	"Algo"	"Algo"	"Algo"	"Algo"	"Algo"	"eeuu"	"Aumentado algo"	"Muy a favor"	"Algo a favor"	"En desacuerdo"	"Muy de acuerdo"	"En desacuerdo"	"De acuerdo"	"De acuerdo"	"De acuerdo"	"No menciona"	"No menciona"	"No menciona"	"Menciona"	"No menciona"	"No menciona"	"Salarios mas altos"	"No sabe / No contesta"	"No sabe / No contesta"	"No sabe / No contesta"	"No sabe / No contesta"	"No sabe / No contesta"	"Ni beneficia ni perjudica"	"De acuerdo"	"En desacuerdo"	"En desacuerdo"	"De acuerdo"	"Combatir el alza de precios"	"Proteger la libertad de expresion"	"Garantizar las libertades politicas de los ciudadanos"	"Distribuir el poder en varias instituciones"	"Al crecimiento economico sin importar sus consecuencias negativas en la lucha contra el cambio climatico"	"De acuerdo"	"De acuerdo"	"Muy en desacuerdo"	"En desacuerdo"	"Muy en desacuerdo"	"Muy de acuerdo"	"Muy en desacuerdo"	"No sabe / No contesta"	"No menciona"	"No menciona"	"Menciona"	"No menciona"	"Menciona"	"No menciona"	"Menciona"	"Muy mal"	"Nada Interesado"	"Poco garantizadas"	"Para nada garantizadas"	"Poco garantizadas"	"Poco garantizadas"	"Para nada garantizadas"	"Poco garantizadas"	"Poco garantizadas"	"Poco garantizadas"	"Poco garantizadas"	"Para nada garantizadas"	"Para nada garantizadas"	"Para nada garantizadas"	"Poco garantizadas"	"Si"	"AR: Frente de Izquierda y los Trabajadores (FIT)"	"Voto por el partido de oposicion"	"Casi nunca"	"Nunca"	"Nunca"	"Nunca"	"Nunca las haria"	"Nunca las haria"	"Nunca las haria"	"Nunca las haria"	"Hay que controlar la publicacion de informacion falsa aunque eso limite la libertad de expresion."	"Hay que votar siempre"	"No dicen lo que realmente piensan"	"No"	"No suelo hacerlo"	"Empeoran la politica"	"No lo representa bien"	"Mucha"	"Mucha"	"Mucha"	"Mucha"	"De acuerdo"	"En desacuerdo"	"Menos de la mitad"	"En desacuerdo"	"En desacuerdo"	"De acuerdo"	"De acuerdo"	"No menciona"	"No menciona"	"No menciona"	"Menciona"	"No menciona"	"No menciona"	"Menciona"	"Menciona"	"No"	"Todo o casi todo el tiempo"	"Nada"	"3"	"No lo conoce"	"No lo conoce"	"3"	"No sabe"	"No lo conoce"	"No lo conoce"	"4"	"No lo conoce"	"No lo conoce"	"8"	"6"	"6"	"No lo conoce"	"No lo conoce"	"No lo conoce"	"3"	"9"	"Poco probable"	"Catolica"	"No practicante"	"Media Baja"	"Nunca"	"Preocupado"	"No les alcanza, tienen dificultades"	"No"	"Mestizo(a)"	"No"	"Si"	18	"12 anos"	"7 anos"	"No menciona"	"No menciona"	"No menciona"	"Menciona"	"No"	-2	"No contesta"	"Menciona"	"No menciona"	"Menciona"	"No menciona"	"Menciona"	"Menciona"	"No menciona"	"No menciona"	"No menciona"	"No menciona"	"Espanol"	"Espanol"	"Si"	19920115	"Independiente/cuenta propia"	"No aplicable"	"Otro empleado"	"Si"	"Si"	"Si"	"Si"	"Si"	"Si"	"Si"	"Si"	"Si"	"No"	"Si"	-3	"No aplicable"	"No aplicable"	"No aplicable"	"No aplicable"	"Regular"	"Secundaria, media, tecnica completa"	"Basica incompleta"	"No aplicable"	"26-40"	"Oposicion"	"Partidos Comunistas"	0.8816327
